Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
|||||(-x,y+1/2,-z)|(x+1/2,-y,-z)|(y+1/2,x+1/2,-z)|(-y,-x,-z)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x,-z)|(-y,x+1/2,-z)
|||||(x,-y+1/2,z)|(-x+1/2,y,z)|(-y+1/2,-x+1/2,z)|(y,x,z)
||8|j|..m|(x,x,z)|(-x+1/2,-x+1/2,z)|(-x+1/2,x,z)|(x,-x+1/2,z)
|||||(-x,x+1/2,-z)|(x+1/2,-x,-z)|(x+1/2,x+1/2,-z)|(-x,-x,-z)
||8|i|.m.|(1/4,y,z)|(1/4,-y+1/2,z)|(-y+1/2,1/4,z)|(y,1/4,z)
|||||(3/4,y+1/2,-z)|(3/4,-y,-z)|(y+1/2,3/4,-z)|(-y,3/4,-z)
||8|h|..2|(x,-x,1/2)|(-x+1/2,x+1/2,1/2)|(x+1/2,x,1/2)|(-x,-x+1/2,1/2)
|||||(-x,x,1/2)|(x+1/2,-x+1/2,1/2)|(-x+1/2,-x,1/2)|(x,x+1/2,1/2)
||8|g|..2|(x,-x,0)|(-x+1/2,x+1/2,0)|(x+1/2,x,0)|(-x,-x+1/2,0)
|||||(-x,x,0)|(x+1/2,-x+1/2,0)|(-x+1/2,-x,0)|(x,x+1/2,0)
||4|f|2mm.|(3/4,1/4,z)|(1/4,3/4,z)|(1/4,3/4,-z)|(3/4,1/4,-z)
||4|e|..2/m|(0,0,1/2)|(1/2,1/2,1/2)|(1/2,0,1/2)|(0,1/2,1/2)
||4|d|..2/m|(0,0,0)|(1/2,1/2,0)|(1/2,0,0)|(0,1/2,0)
||2|c|4mm|(1/4,1/4,z)|(3/4,3/4,-z)||
||2|b|-4m2|(3/4,1/4,1/2)|(1/4,3/4,1/2)||
||2|a|-4m2|(3/4,1/4,0)|(1/4,3/4,0)||
P 4/n 21/c c|410|||||||
||16|g|1|(x,y,z)|(-x,-y,z)|(-y+1/2,x+1/2,z)|(y+1/2,-x+1/2,z)
|||||(-x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z+1/2)|(y,x,-z+1/2)|(-y,-x,-z+1/2)
|||||(-x+1/2,-y+1/2,-z)|(x+1/2,y+1/2,-z)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z+1/2)|(-x,y,z+1/2)|(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)
||8|f|..2|(x,x,1/4)|(-x,-x,1/4)|(-x+1/2,x+1/2,1/4)|(x+1/2,-x+1/2,1/4)
|||||(-x+1/2,-x+1/2,3/4)|(x+1/2,x+1/2,3/4)|(x,-x,3/4)|(-x,x,3/4)
||8|e|2..|(0,0,z)|(1/2,1/2,z)|(1/2,1/2,-z+1/2)|(0,0,-z+1/2)
|||||(1/2,1/2,-z)|(0,0,-z)|(0,0,z+1/2)|(1/2,1/2,z+1/2)
||8|d|-1|(1/4,1/4,0)|(3/4,3/4,0)|(1/4,3/4,0)|(3/4,1/4,0)
|||||(1/4,3/4,1/2)|(3/4,1/4,1/2)|(1/4,1/4,1/2)|(3/4,3/4,1/2)
||4|c|4..|(0,1/2,z)|(1/2,0,-z+1/2)|(1/2,0,-z)|(0,1/2,z+1/2)
||4|b|-4..|(0,0,0)|(1/2,1/2,0)|(1/2,1/2,1/2)|(0,0,1/2)
||4|a|2.22|(0,0,1/4)|(1/2,1/2,1/4)|(1/2,1/2,3/4)|(0,0,3/4)
P 4/n 21/c c|411|||||||
||16|g|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-y+1/2,x,z)|(y,-x+1/2,z)
|||||(-x,y+1/2,-z+1/2)|(x+1/2,-y,-z+1/2)|(y+1/2,x+1/2,-z+1/2)|(-y,-x,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x,-z)|(-y,x+1/2,-z)
|||||(x,-y+1/2,z+1/2)|(-x+1/2,y,z+1/2)|(-y+1/2,-x+1/2,z+1/2)|(y,x,z+1/2)
||8|f|..2|(x,-x,1/4)|(-x+1/2,x+1/2,1/4)|(x+1/2,x,1/4)|(-x,-x+1/2,1/4)
|||||(-x,x,3/4)|(x+1/2,-x+1/2,3/4)|(-x+1/2,-x,3/4)|(x,x+1/2,3/4)
||8|e|2..|(3/4,1/4,z)|(1/4,3/4,z)|(1/4,3/4,-z+1/2)|(3/4,1/4,-z+1/2)
|||||(1/4,3/4,-z)|(3/4,1/4,-z)|(3/4,1/4,z+1/2)|(1/4,3/4,z+1/2)
||8|d|-1|(0,0,0)|(1/2,1/2,0)|(1/2,0,0)|(0,1/2,0)
|||||(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,1/2)|(0,0,1/2)
||4|c|4..|(1/4,1/4,z)|(3/4,3/4,-z+1/2)|(3/4,3/4,-z)|(1/4,1/4,z+1/2)
||4|b|-4..|(3/4,1/4,0)|(1/4,3/4,0)|(1/4,3/4,1/2)|(3/4,1/4,1/2)
||4|a|2.22|(3/4,1/4,1/4)|(1/4,3/4,1/4)|(1/4,3/4,3/4)|(3/4,1/4,3/4)
P 42/m 2/m 2/c|412|||||||
||16|r|1|(x,y,z)|(-x,-y,z)|(-y,x,z+1/2)|(y,-x,z+1/2)
|||||(-x,y,-z)|(x,-y,-z)|(y,x,-z+1/2)|(-y,-x,-z+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(y,-x,-z+1/2)|(-y,x,-z+1/2)
|||||(x,-y,z)|(-x,y,z)|(-y,-x,z+1/2)|(y,x,z+1/2)
||8|q|m..|(x,y,0)|(-x,-y,0)|(-y,x,1/2)|(y,-x,1/2)
|||||(-x,y,0)|(x,-y,0)|(y,x,1/2)|(-y,-x,1/2)
||8|p|.m.|(1/2,y,z)|(1/2,-y,z)|(-y,1/2,z+1/2)|(y,1/2,z+1/2)
|||||(1/2,y,-z)|(1/2,-y,-z)|(y,1/2,-z+1/2)|(-y,1/2,-z+1/2)
||8|o|.m.|(0,y,z)|(0,-y,z)|(-y,0,z+1/2)|(y,0,z+1/2)
|||||(0,y,-z)|(0,-y,-z)|(y,0,-z+1/2)|(-y,0,-z+1/2)
||8|n|..2|(x,x,1/4)|(-x,-x,1/4)|(-x,x,3/4)|(x,-x,3/4)
|||||(-x,-x,3/4)|(x,x,3/4)|(x,-x,1/4)|(-x,x,1/4)
||4|m|m2m.|(x,1/2,0)|(-x,1/2,0)|(1/2,x,1/2)|(1/2,-x,1/2)
||4|l|m2m.|(x,0,1/2)|(-x,0,1/2)|(0,x,0)|(0,-x,0)
||4|k|m2m.|(x,1/2,1/2)|(-x,1/2,1/2)|(1/2,x,0)|(1/2,-x,0)
||4|j|m2m.|(x,0,0)|(-x,0,0)|(0,x,1/2)|(0,-x,1/2)
||4|i|2mm.|(0,1/2,z)|(1/2,0,z+1/2)|(0,1/2,-z)|(1/2,0,-z+1/2)
||4|h|2mm.|(1/2,1/2,z)|(1/2,1/2,z+1/2)|(1/2,1/2,-z)|(1/2,1/2,-z+1/2)
||4|g|2mm.|(0,0,z)|(0,0,z+1/2)|(0,0,-z)|(0,0,-z+1/2)
||2|f|-4m2|(1/2,1/2,1/4)|(1/2,1/2,3/4)||
||2|e|-4m2|(0,0,1/4)|(0,0,3/4)||
||2|d|mmm.|(0,1/2,1/2)|(1/2,0,0)||
||2|c|mmm.|(0,1/2,0)|(1/2,0,1/2)||
||2|b|mmm.|(1/2,1/2,0)|(1/2,1/2,1/2)||
||2|a|mmm.|(0,0,0)|(0,0,1/2)||
P 42/m 2/c 2/m|413|||||||
||16|p|1|(x,y,z)|(-x,-y,z)|(-y,x,z+1/2)|(y,-x,z+1/2)
|||||(-x,y,-z+1/2)|(x,-y,-z+1/2)|(y,x,-z)|(-y,-x,-z)
|||||(-x,-y,-z)|(x,y,-z)|(y,-x,-z+1/2)|(-y,x,-z+1/2)
|||||(x,-y,z+1/2)|(-x,y,z+1/2)|(-y,-x,z)|(y,x,z)
||8|o|..m|(x,x,z)|(-x,-x,z)|(-x,x,z+1/2)|(x,-x,z+1/2)
|||||(-x,x,-z+1/2)|(x,-x,-z+1/2)|(x,x,-z)|(-x,-x,-z)
||8|n|m..|(x,y,0)|(-x,-y,0)|(-y,x,1/2)|(y,-x,1/2)
|||||(-x,y,1/2)|(x,-y,1/2)|(y,x,0)|(-y,-x,0)
||8|m|.2.|(x,1/2,1/4)|(-x,1/2,1/4)|(1/2,x,3/4)|(1/2,-x,3/4)
|||||(-x,1/2,3/4)|(x,1/2,3/4)|(1/2,-x,1/4)|(1/2,x,1/4)
||8|l|.2.|(x,0,1/4)|(-x,0,1/4)|(0,x,3/4)|(0,-x,3/4)
|||||(-x,0,3/4)|(x,0,3/4)|(0,-x,1/4)|(0,x,1/4)
||8|k|2..|(0,1/2,z)|(1/2,0,z+1/2)|(0,1/2,-z+1/2)|(1/2,0,-z)
|||||(0,1/2,-z)|(1/2,0,-z+1/2)|(0,1/2,z+1/2)|(1/2,0,z)
||4|j|m.2m|(x,x,1/2)|(-x,-x,1/2)|(-x,x,0)|(x,-x,0)
||4|i|m.2m|(x,x,0)|(-x,-x,0)|(-x,x,1/2)|(x,-x,1/2)
||4|h|2.mm|(1/2,1/2,z)|(1/2,1/2,z+1/2)|(1/2,1/2,-z+1/2)|(1/2,1/2,-z)
||4|g|2.mm|(0,0,z)|(0,0,z+1/2)|(0,0,-z+1/2)|(0,0,-z)
||4|f|2/m..|(0,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)|(1/2,0,0)
||4|e|222|(0,1/2,1/4)|(1/2,0,3/4)|(0,1/2,3/4)|(1/2,0,1/4)
||2|d|-42m|(1/2,1/2,1/4)|(1/2,1/2,3/4)||
||2|c|m.mm|(1/2,1/2,0)|(1/2,1/2,1/2)||
||2|b|-42m|(0,0,1/4)|(0,0,3/4)||
||2|a|m.mm|(0,0,0)|(0,0,1/2)||
P 42/n 2/b 2/c|414|||||||
||16|k|1|(x,y,z)|(-x,-y,z)|(-y+1/2,x+1/2,z+1/2)|(y+1/2,-x+1/2,z+1/2)
|||||(-x,y,-z+1/2)|(x,-y,-z+1/2)|(y+1/2,x+1/2,-z)|(-y+1/2,-x+1/2,-z)
|||||(-x+1/2,-y+1/2,-z+1/2)|(x+1/2,y+1/2,-z+1/2)|(y,-x,-z)|(-y,x,-z)
|||||(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)|(-y,-x,z+1/2)|(y,x,z+1/2)
||8|j|..2|(x,x+1/2,0)|(-x,-x+1/2,0)|(-x,x+1/2,1/2)|(x,-x+1/2,1/2)
|||||(-x+1/2,-x,1/2)|(x+1/2,x,1/2)|(x+1/2,-x,0)|(-x+1/2,x,0)
||8|i|.2.|(x,0,3/4)|(-x,0,3/4)|(1/2,x+1/2,1/4)|(1/2,-x+1/2,1/4)
|||||(-x+1/2,1/2,3/4)|(x+1/2,1/2,3/4)|(0,-x,1/4)|(0,x,1/4)
||8|h|.2.|(x,0,1/4)|(-x,0,1/4)|(1/2,x+1/2,3/4)|(1/2,-x+1/2,3/4)
|||||(-x+1/2,1/2,1/4)|(x+1/2,1/2,1/4)|(0,-x,3/4)|(0,x,3/4)
||8|g|2..|(0,0,z)|(1/2,1/2,z+1/2)|(0,0,-z+1/2)|(1/2,1/2,-z)
|||||(1/2,1/2,-z+1/2)|(0,0,-z)|(1/2,1/2,z)|(0,0,z+1/2)
||8|f|2..|(0,1/2,z)|(0,1/2,z+1/2)|(0,1/2,-z+1/2)|(0,1/2,-z)
|||||(1/2,0,-z+1/2)|(1/2,0,-z)|(1/2,0,z)|(1/2,0,z+1/2)
||8|e|-1|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(1/4,3/4,3/4)|(3/4,1/4,3/4)
|||||(3/4,1/4,1/4)|(1/4,3/4,1/4)|(3/4,3/4,3/4)|(1/4,1/4,3/4)
||4|d|-4..|(0,0,0)|(1/2,1/2,1/2)|(0,0,1/2)|(1/2,1/2,0)
||4|c|2.22|(0,1/2,0)|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,0,0)
||4|b|222|(0,0,1/4)|(1/2,1/2,3/4)|(1/2,1/2,1/4)|(0,0,3/4)
||4|a|222|(0,1/2,1/4)|(0,1/2,3/4)|(1/2,0,1/4)|(1/2,0,3/4)
P 42/n 2/b 2/c|415|||||||
||16|k|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-y+1/2,x,z+1/2)|(y,-x+1/2,z+1/2)
|||||(-x+1/2,y,-z)|(x,-y+1/2,-z)|(y,x,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x,-z+1/2)|(-y,x+1/2,-z+1/2)
|||||(x+1/2,-y,z)|(-x,y+1/2,z)|(-y,-x,z+1/2)|(y+1/2,x+1/2,z+1/2)
||8|j|..2|(x,x,1/4)|(-x+1/2,-x+1/2,1/4)|(-x+1/2,x,3/4)|(x,-x+1/2,3/4)
|||||(-x,-x,3/4)|(x+1/2,x+1/2,3/4)|(x+1/2,-x,1/4)|(-x,x+1/2,1/4)
||8|i|.2.|(x,1/4,1/2)|(-x+1/2,1/4,1/2)|(1/4,x,0)|(1/4,-x+1/2,0)
|||||(-x,3/4,1/2)|(x+1/2,3/4,1/2)|(3/4,-x,0)|(3/4,x+1/2,0)
||8|h|.2.|(x,1/4,0)|(-x+1/2,1/4,0)|(1/4,x,1/2)|(1/4,-x+1/2,1/2)
|||||(-x,3/4,0)|(x+1/2,3/4,0)|(3/4,-x,1/2)|(3/4,x+1/2,1/2)
||8|g|2..|(3/4,1/4,z)|(1/4,3/4,z+1/2)|(3/4,1/4,-z)|(1/4,3/4,-z+1/2)
|||||(1/4,3/4,-z)|(3/4,1/4,-z+1/2)|(1/4,3/4,z)|(3/4,1/4,z+1/2)
||8|f|2..|(1/4,1/4,z)|(1/4,1/4,z+1/2)|(1/4,1/4,-z)|(1/4,1/4,-z+1/2)
|||||(3/4,3/4,-z)|(3/4,3/4,-z+1/2)|(3/4,3/4,z)|(3/4,3/4,z+1/2)
||8|e|-1|(0,0,0)|(1/2,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)
|||||(1/2,0,0)|(0,1/2,0)|(0,0,1/2)|(1/2,1/2,1/2)
||4|d|-4..|(3/4,1/4,3/4)|(1/4,3/4,1/4)|(3/4,1/4,1/4)|(1/4,3/4,3/4)
||4|c|2.22|(1/4,1/4,1/4)|(1/4,1/4,3/4)|(3/4,3/4,3/4)|(3/4,3/4,1/4)
||4|b|222|(3/4,1/4,0)|(1/4,3/4,1/2)|(1/4,3/4,0)|(3/4,1/4,1/2)
||4|a|222|(1/4,1/4,0)|(1/4,1/4,1/2)|(3/4,3/4,0)|(3/4,3/4,1/2)
P 42/n 2/n 2/m|416|||||||
||16|n|1|(x,y,z)|(-x,-y,z)|(-y+1/2,x+1/2,z+1/2)|(y+1/2,-x+1/2,z+1/2)
|||||(-x,y,-z)|(x,-y,-z)|(y+1/2,x+1/2,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)
|||||(-x+1/2,-y+1/2,-z+1/2)|(x+1/2,y+1/2,-z+1/2)|(y,-x,-z)|(-y,x,-z)
|||||(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)|(-y,-x,z)|(y,x,z)
||8|m|..m|(x,x,z)|(-x,-x,z)|(-x+1/2,x+1/2,z+1/2)|(x+1/2,-x+1/2,z+1/2)
|||||(-x,x,-z)|(x,-x,-z)|(x+1/2,x+1/2,-z+1/2)|(-x+1/2,-x+1/2,-z+1/2)
||8|l|..2|(x,x+1/2,3/4)|(-x,-x+1/2,3/4)|(-x,x+1/2,1/4)|(x,-x+1/2,1/4)
|||||(-x+1/2,-x,3/4)|(x+1/2,x,3/4)|(x+1/2,-x,1/4)|(-x+1/2,x,1/4)
||8|k|..2|(x,x+1/2,1/4)|(-x,-x+1/2,1/4)|(-x,x+1/2,3/4)|(x,-x+1/2,3/4)
|||||(-x+1/2,-x,1/4)|(x+1/2,x,1/4)|(x+1/2,-x,3/4)|(-x+1/2,x,3/4)
||8|j|.2.|(x,0,1/2)|(-x,0,1/2)|(1/2,x+1/2,0)|(1/2,-x+1/2,0)
|||||(-x+1/2,1/2,0)|(x+1/2,1/2,0)|(0,-x,1/2)|(0,x,1/2)
||8|i|.2.|(x,0,0)|(-x,0,0)|(1/2,x+1/2,1/2)|(1/2,-x+1/2,1/2)
|||||(-x+1/2,1/2,1/2)|(x+1/2,1/2,1/2)|(0,-x,0)|(0,x,0)
||8|h|2..|(0,1/2,z)|(0,1/2,z+1/2)|(0,1/2,-z)|(0,1/2,-z+1/2)
|||||(1/2,0,-z+1/2)|(1/2,0,-z)|(1/2,0,z+1/2)|(1/2,0,z)
||4|g|2.mm|(0,0,z)|(1/2,1/2,z+1/2)|(0,0,-z)|(1/2,1/2,-z+1/2)
||4|f|..2/m|(3/4,3/4,3/4)|(1/4,1/4,3/4)|(3/4,1/4,1/4)|(1/4,3/4,1/4)
||4|e|..2/m|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(1/4,3/4,3/4)|(3/4,1/4,3/4)
||4|d|2.22|(0,1/2,1/4)|(0,1/2,3/4)|(1/2,0,1/4)|(1/2,0,3/4)
||4|c|222|(0,1/2,0)|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,0,0)
||2|b|-42m|(0,0,1/2)|(1/2,1/2,0)||
||2|a|-42m|(0,0,0)|(1/2,1/2,1/2)||
P 42/n 2/n 2/m|417|||||||
||16|n|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-y+1/2,x,z+1/2)|(y,-x+1/2,z+1/2)
|||||(-x+1/2,y,-z+1/2)|(x,-y+1/2,-z+1/2)|(y,x,-z)|(-y+1/2,-x+1/2,-z)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x,-z+1/2)|(-y,x+1/2,-z+1/2)
|||||(x+1/2,-y,z+1/2)|(-x,y+1/2,z+1/2)|(-y,-x,z)|(y+1/2,x+1/2,z)
||8|m|..m|(x,-x,z)|(-x+1/2,x+1/2,z)|(x+1/2,x,z+1/2)|(-x,-x+1/2,z+1/2)
|||||(-x+1/2,-x,-z+1/2)|(x,x+1/2,-z+1/2)|(-x,x,-z)|(x+1/2,-x+1/2,-z)
||8|l|..2|(x,x,1/2)|(-x+1/2,-x+1/2,1/2)|(-x+1/2,x,0)|(x,-x+1/2,0)
|||||(-x,-x,1/2)|(x+1/2,x+1/2,1/2)|(x+1/2,-x,0)|(-x,x+1/2,0)
||8|k|..2|(x,x,0)|(-x+1/2,-x+1/2,0)|(-x+1/2,x,1/2)|(x,-x+1/2,1/2)
|||||(-x,-x,0)|(x+1/2,x+1/2,0)|(x+1/2,-x,1/2)|(-x,x+1/2,1/2)
||8|j|.2.|(x,1/4,1/4)|(-x+1/2,1/4,1/4)|(1/4,x,3/4)|(1/4,-x+1/2,3/4)
|||||(-x,3/4,3/4)|(x+1/2,3/4,3/4)|(3/4,-x,1/4)|(3/4,x+1/2,1/4)
||8|i|.2.|(x,1/4,3/4)|(-x+1/2,1/4,3/4)|(1/4,x,1/4)|(1/4,-x+1/2,1/4)
|||||(-x,3/4,1/4)|(x+1/2,3/4,1/4)|(3/4,-x,3/4)|(3/4,x+1/2,3/4)
||8|h|2..|(1/4,1/4,z)|(1/4,1/4,z+1/2)|(1/4,1/4,-z+1/2)|(1/4,1/4,-z)
|||||(3/4,3/4,-z)|(3/4,3/4,-z+1/2)|(3/4,3/4,z+1/2)|(3/4,3/4,z)
||4|g|2.mm|(3/4,1/4,z)|(1/4,3/4,z+1/2)|(3/4,1/4,-z+1/2)|(1/4,3/4,-z)
||4|f|..2/m|(0,0,0)|(1/2,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)
||4|e|..2/m|(0,0,1/2)|(1/2,1/2,1/2)|(1/2,0,0)|(0,1/2,0)
||4|d|2.22|(1/4,1/4,0)|(1/4,1/4,1/2)|(3/4,3/4,0)|(3/4,3/4,1/2)
||4|c|222|(1/4,1/4,1/4)|(1/4,1/4,3/4)|(3/4,3/4,3/4)|(3/4,3/4,1/4)
||2|b|-42m|(3/4,1/4,1/4)|(1/4,3/4,3/4)||
||2|a|-42m|(1/4,3/4,1/4)|(3/4,1/4,3/4)||
P 42/m 21/b 2/c|418|||||||
||16|i|1|(x,y,z)|(-x,-y,z)|(-y,x,z+1/2)|(y,-x,z+1/2)
|||||(-x+1/2,y+1/2,-z)|(x+1/2,-y+1/2,-z)|(y+1/2,x+1/2,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(y,-x,-z+1/2)|(-y,x,-z+1/2)
|||||(x+1/2,-y+1/2,z)|(-x+1/2,y+1/2,z)|(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)
||8|h|m..|(x,y,0)|(-x,-y,0)|(-y,x,1/2)|(y,-x,1/2)
|||||(-x+1/2,y+1/2,0)|(x+1/2,-y+1/2,0)|(y+1/2,x+1/2,1/2)|(-y+1/2,-x+1/2,1/2)
||8|g|..2|(x,x+1/2,1/4)|(-x,-x+1/2,1/4)|(-x+1/2,x,3/4)|(x+1/2,-x,3/4)
|||||(-x,-x+1/2,3/4)|(x,x+1/2,3/4)|(x+1/2,-x,1/4)|(-x+1/2,x,1/4)
||8|f|2..|(0,1/2,z)|(1/2,0,z+1/2)|(1/2,0,-z)|(0,1/2,-z+1/2)
|||||(0,1/2,-z)|(1/2,0,-z+1/2)|(1/2,0,z)|(0,1/2,z+1/2)
||8|e|2..|(0,0,z)|(0,0,z+1/2)|(1/2,1/2,-z)|(1/2,1/2,-z+1/2)
|||||(0,0,-z)|(0,0,-z+1/2)|(1/2,1/2,z)|(1/2,1/2,z+1/2)
||4|d|2.22|(0,1/2,1/4)|(1/2,0,3/4)|(0,1/2,3/4)|(1/2,0,1/4)
||4|c|2/m..|(0,1/2,0)|(1/2,0,1/2)|(1/2,0,0)|(0,1/2,1/2)
||4|b|-4..|(0,0,1/4)|(0,0,3/4)|(1/2,1/2,3/4)|(1/2,1/2,1/4)
||4|a|2/m..|(0,0,0)|(0,0,1/2)|(1/2,1/2,0)|(1/2,1/2,1/2)
P 42/m 21/n 2/m|419|||||||
||16|k|1|(x,y,z)|(-x,-y,z)|(-y+1/2,x+1/2,z+1/2)|(y+1/2,-x+1/2,z+1/2)
|||||(-x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z+1/2)|(y,x,-z)|(-y,-x,-z)
|||||(-x,-y,-z)|(x,y,-z)|(y+1/2,-x+1/2,-z+1/2)|(-y+1/2,x+1/2,-z+1/2)
|||||(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)|(-y,-x,z)|(y,x,z)
||8|j|..m|(x,x,z)|(-x,-x,z)|(-x+1/2,x+1/2,z+1/2)|(x+1/2,-x+1/2,z+1/2)
|||||(-x+1/2,x+1/2,-z+1/2)|(x+1/2,-x+1/2,-z+1/2)|(x,x,-z)|(-x,-x,-z)
||8|i|m..|(x,y,0)|(-x,-y,0)|(-y+1/2,x+1/2,1/2)|(y+1/2,-x+1/2,1/2)
|||||(-x+1/2,y+1/2,1/2)|(x+1/2,-y+1/2,1/2)|(y,x,0)|(-y,-x,0)
||8|h|2..|(0,1/2,z)|(0,1/2,z+1/2)|(1/2,0,-z+1/2)|(1/2,0,-z)
|||||(0,1/2,-z)|(0,1/2,-z+1/2)|(1/2,0,z+1/2)|(1/2,0,z)
||4|g|m.2m|(x,-x,0)|(-x,x,0)|(x+1/2,x+1/2,1/2)|(-x+1/2,-x+1/2,1/2)
||4|f|m.2m|(x,x,0)|(-x,-x,0)|(-x+1/2,x+1/2,1/2)|(x+1/2,-x+1/2,1/2)
||4|e|2.mm|(0,0,z)|(1/2,1/2,z+1/2)|(1/2,1/2,-z+1/2)|(0,0,-z)
||4|d|-4..|(0,1/2,1/4)|(0,1/2,3/4)|(1/2,0,1/4)|(1/2,0,3/4)
||4|c|2/m..|(0,1/2,0)|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,0,0)
||2|b|m.mm|(0,0,1/2)|(1/2,1/2,0)||
||2|a|m.mm|(0,0,0)|(1/2,1/2,1/2)||
P 42/n 21/m 2/c|420|||||||
||16|h|1|(x,y,z)|(-x,-y,z)|(-y+1/2,x+1/2,z+1/2)|(y+1/2,-x+1/2,z+1/2)
|||||(-x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z+1/2)|(y,x,-z)|(-y,-x,-z)
|||||(-x+1/2,-y+1/2,-z+1/2)|(x+1/2,y+1/2,-z+1/2)|(y,-x,-z)|(-y,x,-z)
|||||(x,-y,z)|(-x,y,z)|(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)
||8|g|.m.|(0,y,z)|(0,-y,z)|(-y+1/2,1/2,z+1/2)|(y+1/2,1/2,z+1/2)
|||||(1/2,y+1/2,-z+1/2)|(1/2,-y+1/2,-z+1/2)|(y,0,-z)|(-y,0,-z)
||8|f|..2|(x,x,0)|(-x,-x,0)|(-x+1/2,x+1/2,1/2)|(x+1/2,-x+1/2,1/2)
|||||(-x+1/2,-x+1/2,1/2)|(x+1/2,x+1/2,1/2)|(x,-x,0)|(-x,x,0)
||8|e|-1|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(1/4,3/4,3/4)|(3/4,1/4,3/4)
|||||(1/4,3/4,1/4)|(3/4,1/4,1/4)|(1/4,1/4,3/4)|(3/4,3/4,3/4)
||4|d|2mm.|(0,1/2,z)|(0,1/2,z+1/2)|(1/2,0,-z+1/2)|(1/2,0,-z)
||4|c|2mm.|(0,0,z)|(1/2,1/2,z+1/2)|(1/2,1/2,-z+1/2)|(0,0,-z)
||2|b|-4m2|(0,0,1/2)|(1/2,1/2,0)||
||2|a|-4m2|(0,0,0)|(1/2,1/2,1/2)||
P 42/n 21/m 2/c|421|||||||
||16|h|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-y+1/2,x,z+1/2)|(y,-x+1/2,z+1/2)
|||||(-x,y+1/2,-z)|(x+1/2,-y,-z)|(y+1/2,x+1/2,-z+1/2)|(-y,-x,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(y+1/2,-x,-z+1/2)|(-y,x+1/2,-z+1/2)
|||||(x,-y+1/2,z)|(-x+1/2,y,z)|(-y+1/2,-x+1/2,z+1/2)|(y,x,z+1/2)
||8|g|.m.|(1/4,y,z)|(1/4,-y+1/2,z)|(-y+1/2,1/4,z+1/2)|(y,1/4,z+1/2)
|||||(3/4,y+1/2,-z)|(3/4,-y,-z)|(y+1/2,3/4,-z+1/2)|(-y,3/4,-z+1/2)
||8|f|..2|(x,-x,1/4)|(-x+1/2,x+1/2,1/4)|(x+1/2,x,3/4)|(-x,-x+1/2,3/4)
|||||(-x,x,3/4)|(x+1/2,-x+1/2,3/4)|(-x+1/2,-x,1/4)|(x,x+1/2,1/4)
||8|e|-1|(0,0,0)|(1/2,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)
|||||(0,1/2,0)|(1/2,0,0)|(1/2,1/2,1/2)|(0,0,1/2)
||4|d|2mm.|(1/4,1/4,z)|(1/4,1/4,z+1/2)|(3/4,3/4,-z)|(3/4,3/4,-z+1/2)
||4|c|2mm.|(3/4,1/4,z)|(1/4,3/4,z+1/2)|(1/4,3/4,-z)|(3/4,1/4,-z+1/2)
||2|b|-4m2|(3/4,1/4,1/4)|(1/4,3/4,3/4)||
||2|a|-4m2|(3/4,1/4,3/4)|(1/4,3/4,1/4)||
